Cluster,Dist,mean,median,std,min,max,bag_count,day_count,Cluster_Rank,Cluster_perc
0,"[1.1891414373088676, 0.054661314984709435, 1.326310397553516, 0.0030940366972477926, 0.6363402140672781, 0.6301521406727826, 1.1984235474006106, 0.5909610091743117, 0.6394342507645255, 1.9843088685015273, 1.1334487767584087, 1.3809717125382253, 1.1716085626911306, 0.6714059633027517, 0.6745, 1.2891819571865433, 1.1499503058103968, 0.05878669724770635, 1.195329510703363, 0.2598990825688069, 0.1629525993883792, 1.256178899082568, 0.0, 0.051884615384615175, 0.09728365384615413, 0.0, 11.20059134615387, 10.921711538461558, 8.009687500000018, 0.6745, 3.4762692307692387, 0.1491682692307693, 19.533155405405356, 16.20622972972969, 0.0, 0.25521621621621027, 0.6745, 0.26433108108108166, 1.139358108108109]",2.341305845610008,0.6745,4.45899311325004,0.0,19.533155405405356,39.0,3.0,6.0,0.6
1,"[0.0, 1.1235429958391123, 0.5266900138696254, 1.0543155339805823, 1.2470298196948681, 0.6745, 0.5781428571428568, 0.5014313453536751, 1.0926712898751731, 0.6745, 0.0, 35.43859459459451, 3.775649425287357, 0.0, 0.6745]",3.1574378583758507,0.6745,8.671636476412882,0.0,35.43859459459451,15.0,3.0,9.0,0.9
2,"[1.8744392265193364, 1.230283741120757, 0.08890410418310965, 0.15065785319652744, 1.8765686661404888, 0.16982280978689804, 0.15172257300710348, 1.5752529597474345, 0.030344514601420874, 1.7786144435674818, 1.8659214680347274, 0.15704617205998417, 1.8733745067087604, 0.011179558011049818, 0.8491140489344907, 1.2473192580899761, 0.7735189423835832, 0.7671306235201262, 0.03886227308603014, 0.06548026835043395, 0.15385201262825557, 0.5818693764798738, 1.8978630623520125, 0.07186858721389112, 0.08996882399368612, 0.0260856353591158, 0.01863259668508259, 0.25606511444356755, 1.9351282557221774, 1.896798342541436, 1.8627273086029985, 0.003726519337016606, 1.9074455406471975, 0.016503157063930494, 0.059091949486977234, 0.14001065509076563, 0.454102999210734, 1.7850027624309388, 0.05376835043409656, 1.2366720599842143, 0.7852308602999211, 1.1685299921073398, 2.0490532754538267, 1.2121835043409626, 1.9404518547750584, 0.06654498816101045, 0.1485284135753749, 0.1453342541436463, 0.13681649565903706, 1.8627273086029985, 1.8361093133385944, 0.003726519337016606, 1.8978630623520125, 1.886151144435674, 0.11658681925808996, 1.855274269928965, 2.350657730673317, 0.5693721945137163, 2.340565461346634, 2.3186988778054864, 2.523908354114714, 2.4028011221945142, 0.5475056109725702, 0.5710542394014981, 2.369160224438903, 0.4415367830423947, 0.5491876558603506, 0.6366539900249393, 0.7173921446384052, 0.5929208229426443, 0.5508697007481309, 2.392708852867831, 0.7157100997506249, 0.44153678304239324, 0.4953622194513734, 2.3523397755610977, 0.5037724438902751, 2.3489756857855366, 0.735894638403992, 0.5761003740648392, 0.6955255610972576, 2.350657730673317, 0.5407774314214474, 0.6534744389027423, 0.6030130922693258, 0.4768597256857851, 1.8595006234413967, 2.3708422693266837]",0.9969226119872882,0.6744999999999999,0.8400251466045422,0.003726519337016606,2.523908354114714,88.0,2.0,2.0,0.2
3,"[0.011221978984238419, 0.6278401926444835, 0.011221978984238419, 0.19077364273204916, 0.6089400175131352, 1.5374111208406303, 2.3572062171628723, 1.5539487740805604, 0.6030337127845884, 0.7176160245183889, 1.4937044658493874, 0.6018524518388794, 0.6136650612959718, 1.3649470227670755, 0.631383975481611, 0.5947648861646233, 1.3696720665499127, 1.4370039404553416, 1.4228288091068304, 1.4169225043782836, 0.3342117117117114, 2.369864864864863, 0.5119515765765769, 0.20508445945945888, 0.1276081081081079, 0.18685472972972927, 0.6000619369369363, 0.9145247747747748, 0.8385675675675671, 2.055402027027026, 0.671461711711712, 0.6775382882882879, 2.2984650900900885, 0.1276081081081079, 0.6046193693693694, 2.0629977477477466, 2.878778153153151, 0.6471554054054046, 2.058440315315314, 0.6319639639639636, 2.3972094594594577, 0.7626103603603607, 0.5742364864864862, 2.1890867117117105, 0.1640675675675671, 3.1902027027027016]",1.0705767835289408,0.6744999999999999,0.8194213663159008,0.011221978984238419,3.1902027027027016,46.0,2.0,3.0,0.3
4,"[0.5962098214285714, 9.236233630952416, 0.25895982142857393, 8.192364583333365, 0.7086264880952394, 6.377638392857169, 0.25895982142857055, 0.6403735119047604, 0.5640907738095239, 6.530203869047645, 0.1839545454545457, 4.39038181818182, 0.6745, 7.916177272727274, 7.082250000000004, 10.620309090909098, 0.07358181818181776, 0.02452727272727259, 0.0, 10.859450000000004, 0.09810909090909035, 0.6303738317757005, 0.2048714953271041, 0.26790887850467254, 0.7186261682242995, 1.6011495327102832, 5.2478621495327165, 7.350158878504684, 0.444413551401868, 0.20487149532710147, 1.2638995327102818]",3.007130230238564,0.6745,3.62539680566726,0.0,10.859450000000004,31.0,3.0,8.0,0.8
5,"[16.596787878787893, 13.231101010101021, 0.07494444444444193, 0.0, 1.3490000000000002, 0.5109848484848494, 0.2725252525252568, 0.0068131313131305675, 12.938136363636376, 10.928262626262637, 2.568550505050508, 4.210515151515156, 12.304515151515162, 0.5450505050505021, 1.0560353535353515, 0.906146464646462, 0.5177979797979799, 0.5859292929292913, 0.3406565656565625, 0.07494444444444759, 3.324808080808086, 0.4837323232323214, 0.14988888888888952, 0.2657121212121205, 0.5995555555555524, 0.047691919191919646, 0.14988888888888952, 0.3202171717171707, 0.5654898989898995, 12.229570707070717, 14.21219191919193, 16.038111111111128, 0.7426313131313113, 3.869858585858591, 0.11582323232323669, 11.684520202020213, 3.7472222222222267, 0.18395454545454237, 16.283383838383852, 0.11582323232323669, 0.3406565656565625, 0.12944949494949212, 0.1362626262626284, 1.8531717171717188, 0.06813131313131135, 0.14307575757575894, 1.1446060606060602, 0.6745000000000001, 0.02725252525252227, 0.8857070707070703, 11.139469696969707, 0.5723030303030301, 1.09010101010101, 3.440631313131317, 11.125843434343446, 11.09859090909092, 13.081212121212134, 0.16701904761905048, 3.9570666666666634, 0.398276190476189, 12.93755238095237, 0.012847619047617621, 12.956823809523796, 0.7066190476190494, 12.995366666666655, 3.4174666666666615, 4.021304761904757, 9.192471428571418, 0.4882095238095231, 0.16059523809523632, 0.03854285714285821, 0.539599999999999, 1.381119047619044, 0.9892666666666691, 0.01927142857142643, 0.6745, 0.24410476190476155, 0.8800619047619033, 10.68279523809523, 12.982519047619034, 0.11562857142857463, 0.8672142857142857, 0.4817857142857143, 0.15417142857142752, 0.057814285714284645, 3.141242857142856, 0.8800619047619033, 11.569280952380941, 0.45609047619047904, 0.9571476190476197, 0.46893809523809665, 9.141080952380944, 0.16059523809523632, 8.993333333333323, 0.22483333333332975, 2.518133333333332, 0.24410476190476155, 0.3597333333333362, 0.09635714285714286, 9.083266666666658, 0.0, 0.2762238095238109, 9.070419047619037, 0.17344285714285393]",3.5618657439782444,0.6745000000000001,5.0151091776867975,0.0,16.596787878787893,104.0,2.0,10.0,1.0
6,"[0.26124358974358974, 0.006371794871794928, 0.24667948717948732, 1.0877564102564101, 0.006371794871794928, 2.762628205128205, 2.7353205128205125, 3.2031923076923072, 0.22715805022156574, 0.019926144756278002, 1.1298124076809462, 1.042137370753324, 1.0819896602658798, 0.019926144756277173, 0.30686262924667607, 2.4808050221565745, 2.3512850812407695, 0.16538700147710503, 7.436794871794855, 0.5923493589743574, 2.901214743589737, 2.667733974358967, 0.0, 0.6745, 0.3286025641025633, 0.11730434782609651, 0.6744999999999999, 1.3636630434782344, 0.6451739130434697, 0.0, 0.058652173913036044, 4.442902173912969, 0.8211304347825901, 0.7184891304347771]",1.2522901278038574,0.6744999999999999,1.5735738642555737,0.0,7.436794871794855,34.0,4.0,5.0,0.5
7,"[0.007201067615657574, 7.961980427046267, 0.21363167259786534, 0.6312935943060486, 11.946571174377228, 0.7177064056939515, 0.2040302491103219, 7.779553380782923, 8.398845195729542, 8.07239679715303, 0.4392651245551599, 1.4522153024911038, 2.762809608540926, 0.0792117437722413, 0.4680693950177942, 0.5976886120996425, 1.029752669039145, 0.007201067615657574, 1.1546525423728842, 0.24007627118645164, 0.4915847457627325, 0.7202288135593359, 0.2400762711864326, 0.6059067796610057, 0.6287711864406641, 1.2689745762711764, 0.308669491525446, 2.8237542372881403, 0.262940677966091, 3.441093220338994, 0.44585593220337755, 8.997144067796565, 13.79866949152537, 2.4121949152542506]",2.6650004914083354,0.6745000000000001,3.739191166212962,0.007201067615657574,13.79866949152537,34.0,2.0,7.0,0.7
8,"[0.17801573849878863, 0.19761380145278434, 0.10452300242130678, 3.4231283292978176, 2.3599334140435815, 2.1770181598062934, 0.0, 0.19108111380145268, 3.03933292978208, 0.7251283292978206, 0.6467360774818405, 0.13881961259079859, 2.1851840193704586, 2.461190072639223, 0.6157058111380143, 2.0675956416464873, 0.6712336561743345, 2.52651694915254, 3.21244915254237, 0.5683438256658592, 0.7659576271186435, 2.240711864406778, 0.6614346246973366, 0.5095496368038733, 0.63530387409201, 0.6745, 0.7006307506053266, 0.8623147699757865, 0.7006307506053266, 0.3658305084745765, 0.5340472154963674, 2.1802845036319596, 0.6271380145278448]",1.1802389023405964,0.6745,1.01198121011867,0.0,3.4231283292978176,33.0,1.0,4.0,0.4
9,"[0.6697193943298969, 0.6792806056701031, 0.7505550902061853, 0.6697193943298969, 0.6271027027027027, 0.7218972972972972, 0.6271027027027024, 1.157223243243243]",0.7378250538102535,0.6745,0.16337597770861173,0.6271027027027024,1.157223243243243,8.0,2.0,1.0,0.1
