Cluster,Dist,mean,median,std,min,max,bag_count,day_count,Cluster_Rank,Cluster_perc
0,"[0.2049113924051252, 0.09391772151890672, 0.17929746835444188, 1.212392405063212, 1.203854430379613, 1.997886075949089, 0.665962025316401, 2.1942594936705015, 0.4781265822783601, 1.7673607594933944, 0.02561392405056956, 2.407708860759226, 0.8281835443036448, 0.3756708860758543, 2.023499999999659, 2.646772151898292, 1.4087658227845106, 0.8964873417720957, 0.7428037974682234, 0.6745, 0.0, 0.5976582278479501, 0.8111075949366744, 1.0074810126580866, 0.350056962025171, 0.5976582278480639, 0.5293544303797266, 0.5720443037973805, 1.9808101265820048, 0.4012848101265376, 0.11099367088610475, 2.6683050314467964, 1.4805062893081422, 0.5132987421384846, 0.49633018867925277, 2.3628710691824324, 1.344757861635418, 2.3713553459121615, 0.793279874213775, 0.2842232704402114, 0.6829842767295594, 0.18241194968561172, 0.37755031446530823, 0.09756918238990477, 1.9301729559750727, 1.098713836478139, 0.029694968553429617, 0.24180188679258396, 0.6660157232704406, 0.029694968553542648, 0.878122641509595, 2.270375816993373, 0.9654607843136874, 0.806754901960767, 2.146937908496657, 0.1013954248365587, 0.16311437908497536, 0.1013954248365587, 0.542245098039233, 0.0, 1.6391075268815614, 0.8993333333332366, 1.3707580645159796, 0.06527419354832475, 0.6527419354838273, 0.34087634408599654, 0.6745, 2.24108064516105, 1.2039462365589777, 2.415145161290142, 0.1668118279569051, 0.246591397849506, 0.6745, 0.0, 0.020817901234592213, 2.5855833333331577, 0.803570987654272, 1.6154691358023698, 0.816061728394983, 0.19985185185181897, 0.5662469135802093, 0.5829012345678608, 1.0866944444444044, 0.3955401234568083, 0.9742777777777284, 0.7566869747898878, 0.21822058823528856, 1.6295693277311176, 1.0287542016806137, 0.6149852941175971, 1.0967710084033708, 0.4166029411764806, 1.1987962184873928, 1.0514264705882497, 0.6773340336135018, 0.2919054621848224, 0.7680231092436681, 0.6716659663864982, 0.6489936974789379, 0.19554831932772807, 0.19554831932772807]",0.8743789920602681,0.6745,0.7226608294432172,0.0,2.6683050314467964,101.0,6.0,6.0,0.6
1,"[0.022483333333330836, 0.08993333333332335, 0.022483333333330836, 1.5850750000000486, 1.1129249999999513, 2.596824999999936, 0.23607500000004866, 1.326516666666669, 0.11047844827588811, 0.8140517241379149, 0.3430646551724131, 0.6861293103448262, 1.0117500000000388, 0.017443965517200642, 0.6745, 0.0, 0.03488793103447875, 1.7967284482758492, 0.6221681034482431, 1.0408232758620657, 1.16293103448278, 0.6475200000001725, 0.6475200000001725, 0.7014799999998274, 4.154920000001467]",0.8583485425287991,0.6745,0.9227891451738778,0.0,4.154920000001467,25.0,3.0,5.0,0.5
2,"[0.6745, 2.0528260869565838, 0.508318840579661, 0.6353985507246414, 0.24438405797105603, 0.8309057971014341, 0.9579855072464146, 1.6520362318840938, 0.07820289855071708, 0.0, 0.6940507246376793, 1.4565289855073011, 0.5865217391305083, 3.3575111111115103, 0.29977777777777775, 1.0492222222222223, 0.29977777777777775, 0.29977777777777775, 1.8286444444446441]",0.9213879227053579,0.6745,0.8123613875349756,0.0,3.3575111111115103,19.0,2.0,8.0,0.8
3,"[2.8162113402059297, 0.1390721649485176, 1.3629072164946574, 0.04172164948452749, 0.20860824742273007, 0.7788041237112724, 0.04172164948452749, 0.4172164948453675, 0.6745, 0.7788041237112724, 0.18774742268042, 1.1612525773194873, 1.9678711340204447, 2.371180412370877, 1.147345360824552, 1.4463505154637122, 1.0152268041235948, 0.0, 0.6327783505154725, 0.0, 0.0, 0.6049639175257875, 1.967871134020352, 0.030314606741570764, 0.06062921348314153, 3.0769325842697355, 0.712393258427014, 0.636606741572986, 3.743853932584494, 3.2739775280900467, 0.030314606741570764, 0.7316610169490039, 0.041155932203411925, 0.37040338983052457, 0.3063830508473649, 0.8825661016948881, 0.6081932203388899, 0.9191491525423384, 1.152366101694742, 1.2118135593218788, 2.2452847457624685, 2.5150847457624446, 0.6539220338983245, 0.04115593220335101, 0.07773898305092304, 0.3201016949152501, 0.29266440677960154, 1.2666881355930542, 0.37954915254238714, 1.1020644067795893, 0.6950779661016755]",0.924317663527376,0.6745,0.9309196929709382,0.0,3.743853932584494,51.0,3.0,9.0,0.9
4,"[0.2517718894009037, 0.18338940092169295, 1.022629032258011, 1.4204907834101066, 0.8050483870967955, 2.1167488479261287, 1.1718271889400158, 0.17717281105990135, 0.17717281105990135, 0.5439516129032044, 0.6372862068965534, 0.2093275862069179, 0.25584482758616417, 0.25584482758616417, 1.8839482758621373, 1.1861896551724522, 0.7117137931034465, 0.3209689655172576, 1.4559896551725018, 3.809762068965807, 1.0373344827586661, 0.5070379310344904, 0.27445172413788743, 0.2093275862069179, 1.6792724137931812, 2.44215517241396]",0.9517945360535063,0.6744999999999999,0.8656859147041416,0.17717281105990135,3.809762068965807,26.0,2.0,10.0,1.0
5,"[0.3137209302325095, 0.3137209302325095, 1.0352790697674903, 1.2391976744185171]",0.7254796511627566,0.6744999999999999,0.41802283900220794,0.3137209302325095,1.2391976744185171,4.0,1.0,2.0,0.2
6,"[0.35555038759691376, 1.270569767441768, 1.1293953488371737, 0.2875775193798352, 1.2391976744185171, 1.0405077519379278, 0.6745, 0.26666279069766796, 0.03137209302325095, 0.8313604651162547, 0.0, 0.0, 0.6745, 2.99309374999945, 0.5227374999999794, 0.2866625000000805, 0.2866624999999307, 1.5344875000000167, 0.7363291666666972, 0.6126708333333027, 1.242204166666716, 1.5232458333332766]",0.7972403431113073,0.6745,0.6721456320043043,0.0,2.99309374999945,22.0,3.0,3.0,0.3
7,"[0.6745, 1.0960625, 0.0, 0.0]",0.442640625,0.33725,0.46706005028922337,0.0,1.0960625,4.0,2.0,1.0,0.1
8,"[0.42522826086958077, 1.9013079710142884, 0.42522826086945054, 0.9237717391304192, 0.03419124423968821, 2.228647465437715, 1.3148087557603116, 0.03419124423960539]",0.9109218676951324,0.6745,0.7817979961099661,0.03419124423960539,2.228647465437715,8.0,2.0,7.0,0.7
9,"[0.6252664233576714, 2.2302810218976488, 0.7237335766423286, 0.969901459853906, 0.17231751824824845, 0.45787226277368864, 0.04431021897812852, 0.04431021897812852, 0.5563394160583458, 0.832047445255517, 0.7729671532845915, 1.954572992700609, 0.8025072992700544, 1.5705510948905115, 0.05415693430665983, 0.30032481751823714, 0.9731335877863816, 0.05663740458025269, 0.0566374045801155, 0.5406297709923732, 2.75463740458039, 0.7053931297709908, 1.838141221374124, 0.06693511450384769, 0.23169847328246523, 0.23169847328246523, 0.7259885496184552, 2.7958282442750444, 2.445706106870345, 0.13901908396956147, 0.6436068702290092, 0.828965648854954]",0.8483161357051578,0.6745,0.8088505224180672,0.04431021897812852,2.7958282442750444,32.0,2.0,4.0,0.4
