Cluster,Dist,mean,median,std,min,max,bag_count,day_count,Cluster_Rank,Cluster_perc
0,"[0.8560961538461541, 0.6745, 0.804211538461539, 0.0, 0.05188461538461507, 0.7782692307692315, 0.5447884615384609, 0.24212820512820443, 0.051884615384615036, 0.6917948717948716, 0.6745, 2.6807051282051253, 2.3693974358974335, 0.0, 0.5880256410256407, 1.6948974358974354]",0.793942708333333,0.6745,0.7773271635099647,0.0,2.6807051282051253,16.0,2.0,5.0,0.5
1,"[0.8190357142857132, 1.3329404761904746, 5.797488095238087, 0.08029761904761845, 0.01605952380952369, 0.5942023809523815, 0.01605952380952369, 0.7547976190476184, 2.0234999999999976, 0.0, 0.6745, 27.74443333333331, 0.044966666666666356]",3.069098534798532,0.6745,7.279272614470852,0.0,27.74443333333331,13.0,2.0,9.0,0.9
2,"[0.5657096774193546, 0.5947204301075266, 2.7415161290322594, 0.5657096774193554, 0.7542795698924735, 8.369602150537638, 2.1861453900709216, 0.7127695035460994, 0.6362304964539007, 0.5118546099290777, 0.923251773049645, 0.5118546099290777, 0.6745, 0.0, 12.166942307692308, 0.4756089743589742, 4.894448717948718, 1.8678461538461544, 0.6139679487179486]",2.0929977957869177,0.6745,3.073675999962143,0.0,12.166942307692308,19.0,3.0,8.0,0.8
3,"[1.7169090909090923, 0.0, 0.6745, 0.6745000000000005, 0.6744999999999994, 0.0, 0.0, 0.0, 0.6745000000000001, 0.6744999999999998]",0.5089409090909093,0.6744999999999997,0.5130613595841607,0.0,1.7169090909090923,10.0,6.0,3.0,0.3
4,"[1.1803750000000022, 0.1686249999999978, 0.1686249999999978, 10.286124999999918, 0.24212820512820546, 1.1068717948717945, 3.8567564102564105, 0.24212820512820546, 1.8804242424242419, 0.5041717171717168, 0.8448282828282825, 0.5041717171717175, 3.4736749999999814, 0.3035250000000004, 1.0454749999999997, 0.3035249999999968]",1.6319644109362794,0.6745,2.486970830228584,0.1686249999999978,10.286124999999918,16.0,4.0,7.0,0.7
5,"[0.6745, 0.6745, 0.0, 0.0]",0.33725,0.33725,0.33725,0.0,0.6745,4.0,2.0,1.0,0.1
6,"[0.9682338709677419, 0.6201048387096771, 0.14142741935483902, 0.14142741935483902, 5.232814516129033, 0.7288951612903228, 0.6917948717948725, 0.6572051282051274, 0.830153846153846, 0.13835897435897523, 5.880256410256407, 0.13835897435897343]",1.3474192859112213,0.6745,1.9084142063719183,0.13835897435897343,5.880256410256407,12.0,2.0,6.0,0.6
7,"[0.6745, 0.6745000000000059, 0.0, 0.6745, 0.7935294117647067, 0.0]",0.4695049019607855,0.6745,0.3346467190795912,0.0,0.7935294117647067,6.0,2.0,2.0,0.2
8,"[0.6745, 0.39539655172413823, 0.0, 1.046637931034483, 0.5582068965517247, 0.7210172413793113, 0.41865517241379324, 0.8373103448275865, 1.8374310344827596]",0.7210172413793107,0.6745,0.48441502587577384,0.0,1.8374310344827596,9.0,1.0,4.0,0.4
9,"[0.6429813084112148, 0.6745, 0.2647570093457944, 0.0, 35.824144859813075, 18.186285046728965, 0.6997149532710278]",8.041769025367154,0.6745,12.888799389054615,0.0,35.824144859813075,7.0,1.0,10.0,1.0
