Cluster,Dist,mean,median,std,min,max,bag_count,day_count,Cluster_Rank,Cluster_perc
0,"[0.5291657458564052, 0.5291657458563059, 1.7961823204418073, 0.5664309392265144, 1.7887292817677258, 0.7825690607734855, 0.5664309392265144, 1.4235303867402185, 0.7990230769230131, 0.5499769230769869, 0.1971615384613683, 6.9629153846123, 0.1971615384616448, 5.240346153843814, 7.717073529409401, 0.21822058823534074, 6.625970588233226, 4.046999999998678, 0.6745, 0.6546617647057579, 0.0, 0.0, 8.691414285714421, 0.024089285714315515, 0.7949464285714491, 0.6745]",2.0019679040711806,0.6745,2.6342268979739534,0.0,8.691414285714421,26.0,4.0,8.0,0.8
1,"[0.8431249999995248, 0.6615288461535902, 53.27252884614599, 2.010528846153936, 0.24645192307711916, 0.24645192307677352, 0.6874711538464098, 0.4280480769233993, 0.4035470085470164, 0.6745, 0.3286025641025464, 0.3343675213674642, 1.1645213675213222, 11.524149572648872, 0.0, 0.830153846153858, 0.7609743589743058, 2.3175128205127318, 0.443901709401672]",4.062019230768765,0.6745,11.859409360974585,0.0,53.27252884614599,19.0,2.0,9.0,0.9
2,"[0.6745, 0.6745, 0.0, 0.18918902439021315, 0.6745, 1.299646341463313, 1.2502926829267906, 0.6745, 0.869355555555884, 3.012766666667612, 0.5096222222222977, 0.0]",0.8190727077688426,0.6745,0.7718809042748386,0.0,3.012766666667612,12.0,3.0,4.0,0.4
3,"[1.1882180232559048, 0.44313081395358467, 1.2744912790697993, 0.20784011627907978, 1.1490029069767858, 1.5097819767443041, 0.7176366279069996, 0.28627034883721325, 0.20784011627907978, 0.6313633720930005, 1.9935222222224218, 0.6745, 0.7869166666668164, 0.0, 0.5545888888889887, 0.322261111111161, 0.8543666666666666]",0.7530430080559887,0.6745,0.5124107016874015,0.0,1.9935222222224218,17.0,2.0,3.0,0.3
4,"[0.3474696969696309, 3.7812878787890503, 3.5360151515162737, 0.0, 0.6745]",1.667854545454991,0.6745,1.641251515787111,0.0,3.7812878787890503,5.0,1.0,7.0,0.7
5,"[0.7070620689654817, 0.48843103448278424, 1.2373586206896086, 0.2744517241379242, 0.6745, 0.0, 0.9256931034482412, 0.0, 0.9594181034482818, 0.6745, 0.3895818965517181, 1.8025431034482238]",0.6777949712643553,0.6745,0.4933082611261258,0.0,1.8025431034482238,12.0,2.0,2.0,0.2
6,"[0.6745, 0.7361920731707541, 0.0, 0.20177350427353907, 2.369397435896607, 0.7321495726495497, 0.6168504273504503, 0.20177350427338545, 1.7237222222216504, 0.6745, 8.479428571429214, 0.0, 0.17595652173911344, 0.0, 0.4007898550724902, 0.782028985507301, 1.5542826086956976, 1.2707971014492827, 0.6745, 1.8644198113209667, 0.38815566037740085, 0.38815566037740085, 0.9608443396225991]",1.0813138198011913,0.6745,1.6943994466263734,0.0,8.479428571429214,23.0,5.0,5.0,0.5
7,"[0.0, 0.6745000000000899, 0.6744999999999102]",0.4496666666666667,0.6744999999999102,0.3179623492735509,0.0,0.6745000000000899,3.0,2.0,1.0,0.1
8,"[0.6176144578312261, 1.4058855421686114, 0.7313855421686655, 0.6176144578313344, 0.47215, 3.9458250000006743, 0.8768499999999999, 0.47215, 7.590672205437825, 1.306206948640476, 0.04279305135946986, 0.04279305135952416]",1.5101616880664839,0.6744999999999999,2.0820596779085814,0.04279305135946986,7.590672205437825,12.0,3.0,6.0,0.6
9,"[3977.237428568081, 177.875285714137, 0.48178571428589767, 0.6745, 0.28907142857179535, 0.0, 0.0, 0.09635714285640928, 0.7708571428564093, 0.7708571428564093, 0.6744999999987162, 0.4817857142846139, 2.0234999999974326, 184.52392857127415, 178.7424999998498]",301.64282380927006,0.6745,984.9276113716514,0.0,3977.237428568081,15.0,1.0,10.0,1.0
