Cluster,Dist,mean,median,std,min,max,bag_count,day_count,Cluster_Rank,Cluster_perc
0,"[0.9716983302095765, 0.14193346396319662, 0.4122391378429037, 0.3235163571306868, 0.5092365820412341, 0.4499348270574208, 0.4501646788209236, 0.5179709490543537, 1.2043083148747666, 5.067197052308743, 0.11205273470778665, 0.5984190662804569, 6.062685040040897, 0.7643720395297329, 1.0424926733685471, 0.8186170557164771, 0.007470182313852392, 0.6276102402453575, 0.6312878684614076, 0.9137756858067816, 0.7947124723121493, 0.5496904924177887, 0.3134028795365481, 0.15756338388141117, 0.6565715624467542, 0.729664423240757, 0.007470182313852392, 2.2020948202419506, 1.0857048049071398, 1.1801738797069357, 0.03528224569773382, 1.0218060146532635, 0.05711816323053356, 0.7970109899471808, 1.0362866757539622, 0.6928881410802529, 0.9089487987732159, 0.6924284375532458, 0.15595442153688888, 0.7774735900494129, 1.7827428571428579, 0.9519000000000003, 0.007328571428571074, 2.0254000000000008, 0.2996571428571429, 0.7904000000000004, 6.325371428571431, 1.9418000000000004, 1.3937857142857148, 2.0929857142857147, 1.3688142857142862, 0.7049000000000003, 0.36344285714285696, 0.10070000000000022, 0.36832857142857117, 0.04885714285714246, 0.22121428571428578, 0.6745, 0.5420428571428573, 0.0, 0.7450714285714289, 0.3786428571428571, 1.5835142857142859, 0.4079571428571423, 0.20085714285714293, 0.18185714285714275, 0.7450714285714289, 0.22148571428571437, 1.9944571428571436, 7.540362786596121, 0.7755362139917695, 0.28463027630805393, 0.23276396237507346, 0.10206719576719589, 0.9593681951793063, 0.9933112874779542, 1.3413072898295124, 0.5236594356261025, 0.6522942386831274, 0.055276484420928855, 0.318414756025867, 0.6967057613168723, 3.5296850676072906, 0.7745845385067611, 0.055276484420928855]",0.9738536276173492,0.6745,1.3307995075525516,0.0,7.540362786596121,85.0,3.0,6.0,0.6
1,"[0.9902013086989995, 0.0, 1.1631100846805236, 0.45693610469591966, 0.25858429561200924, 0.6745, 0.42578137028483465, 0.3157013086989994, 6.268332563510392, 0.7762721324095457, 4.518994226327943, 1.3100565819861432, 0.6703460354118548, 0.6351480938416424, 0.031543988269794716, 0.6022507331378298, 0.5366642228739006, 1.1515117302052789, 0.7386290322580646, 1.0474061583577716, 0.6536788856304987, 0.21851759530791778, 3.238412023460411, 1.3230777126099706, 0.7130190615835778, 0.1341920821114371, 1.1981510263929618, 0.8067140762463343, 0.502725806451613, 0.020508797653958768, 0.6001686217008799, 0.5464501466275659, 0.6872008797653959, 1.0900894428152494, 0.05923607038123174, 0.718224340175953, 3.7864237536656895, 1.7199281524926686, 0.516259530791789, 0.3775909090909092, 0.26911290322580667, 0.6493064516129032, 0.5354149560117302, 0.6813709677419354, 0.7359222873900295, 0.3680131964809385, 0.5331246334310851, 0.3299105571847508, 0.5062653958944283, 0.8400278592375369, 1.2318812316715544, 0.7663211143695016, 0.5576935483870968, 0.5980865102639297, 0.8533533724340177, 0.09817155425219935, 1.6734970674486807, 1.3095439882697948, 1.24374926686217, 0.3151275659824047, 2.2833475073313787, 0.34302785923753676, 1.9754032258064518, 1.140476539589443, 0.13169354838709685, 1.1300659824046921, 4.407725806451613, 2.9639897360703817, 0.21581085043988255, 1.861928152492669, 1.1109105571847506, 3.3766642228739006, 1.399074780058651, 0.16584017595307932, 1.9485439882697946, 0.020508797653959118, 1.7900953079178885, 0.042370967741935335, 0.29451466275659843, 0.6676290322580646, 0.5631070381231673, 0.2803919888401758, 0.2803919888401749, 0.9110723395775218, 4.700531088082901, 0.4379276604224782, 1.4992772020725393]",1.051962693347226,0.6745,1.1456898058092377,0.0,6.268332563510392,87.0,3.0,7.0,0.7
2,"[1.599178181818183, 0.6371640404040404, 0.8737159595959605, 0.0321579797979799, 0.6328036363636359, 0.12045616161616111, 0.9216804040404045, 0.0321579797979799, 1.3228375757575768, 0.20493898989899012, 0.7118359595959596, 0.8917026262626264, 0.9413582554517136, 0.3267437694704049, 2.816195093457945, 0.3267437694704049, 0.4076417445482864, 1.0606039719626175, 0.3432687625576173, 0.554523342394516, 0.5725397707126816, 0.7764602292873182, 0.5538855927195367, 0.29479978725918915, 0.8431050703226569, 1.0028613639049755, 0.9462610802505611, 0.8684556199030846, 0.8403946342039946, 1.7182570618130242, 0.29479978725918915, 0.40066623330575585]",0.7459435761001554,0.6745,0.5484313854090808,0.0321579797979799,2.816195093457945,32.0,3.0,4.0,0.4
3,"[53.52552477477479, 0.6752595720720724, 0.0475998498498501, 0.001519144144143977, 0.9183226351351349, 0.42485397897897903, 0.22002271021021003, 1.4867357357357354, 1.0140287162162165, 0.21825037537537542, 0.041270082582582676, 1.498635698198198, 2.253143956456457, 2.8309251126126127, 1.0580838963963968, 0.0, 0.41042210960960956, 0.9925075075075075, 0.44409647147147147, 2.128574136636636, 0.6745, 1.0909986861861867, 0.44409647147147147, 0.3590243993993995, 0.6139874249249252, 0.574996058558559, 0.8851546546546548, 0.14319041386188006, 1.0391604961356273, 0.6315344677137873, 0.6017696958364496, 1.2303613188730993, 0.28898734729493875, 0.7102345425081025, 0.7092255671902267, 0.9626465345300423, 1.4471228496634254, 2.9511687235103463, 0.522901458489155, 0.012696272749937674, 0.2933595736724011, 1.0312568561455997, 0.7258736599351785, 0.440669970082274, 0.9767721889803043, 2.5117599725754176, 1.641855086013463, 0.4746388057840939, 2.3506602468212416, 0.5299642857142857, 0.25367321116928426, 0.009164859137372338, 0.009164859137372057, 1.4005418224881574, 0.7164565569683372, 0.8908411244078784, 1.1701591249065073, 0.3688645599601097, 0.482374283221142, 0.14688999002742464, 0.6397744328097733, 0.38299021441037134, 33.67127206432311, 0.49813391869469037, 0.14670748064159292, 0.40076417311946927, 0.4071062638274338, 0.046353221792035264, 0.9038411919247785, 0.01650808904867261, 3.4011326742256633, 0.37278436117256625, 0.673847137721239, 0.40337562223451323, 0.8439643943584071, 0.19968259126106166, 30.62063986449115, 0.37987258019911513, 0.1373808766592918, 0.3625250967920352, 0.07209464878318597, 0.2086361310840708, 0.6751528622787609, 0.6622821487831856, 0.01986566648230087, 0.15155731471238915, 0.09764954369469007, 0.006621888827433831, 3.6050122372787605, 1.3867727461283186, 0.47575006913716794, 0.05027039546460151, 0.06351417311946916, 0.740439090154867, 0.7650613246681411, 0.41717899612831827, 1.8833211421460176, 1.8943265348451328, 1.2338164408185837, 0.8872398368362832, 0.5223830890486727, 0.24818093196902652, 1.1239490459070796, 0.4604544386061949, 1.0331079231194689, 1.1838258434734514, 0.9111159430309731, 1.095036573561947, 0.7245838633849554, 0.7786781664823009, 0.5335750138274338, 0.7445427959070798, 4.926778553650442, 2.5902777240044244, 0.29201597068584084, 0.6270275857300887, 0.9182041620575222, 0.6119184872787611, 0.81057515210177, 0.9183906941371682, 0.9316344717920356, 0.6964175193584072, 0.9549509817477876, 0.9510338080752212, 0.8437778622787611, 0.20322670077433655, 0.7167495160398231, 0.1899829231194692, 3.5695711421460175, 2.134020257190265, 0.00662188882743352, 0.7294336974557523, 0.28847186117256624]",1.6961218715314677,0.6745,5.964082408580263,0.0,53.52552477477479,133.0,3.0,9.0,0.9
4,"[2.4869095354523214, 0.5598844743276282, 0.8916373268133658, 2.2604270578647094, 1.2288873268133655, 0.3845254686226569, 0.8770698859005701, 2.5380330073349624, 1.7640346373268128, 0.0, 0.5013398533007334, 1.71538488182559, 0.9089533414832922, 0.4807255501222493, 1.4380537897310501, 4.25066931540342, 0.7665772208638956, 0.9768431132844332, 0.5271764466177667, 0.10252180114099439, 0.5909433577832112, 2.387960880195598, 2.822785248573756, 0.6797222901385488, 0.4518655256723716, 0.3644608801955985, 0.3619871638141807, 0.06624062754686226, 0.10911837815810904, 0.005772004889975369, 0.2454476365118173, 0.6745, 0.18635330073349632, 0.47742726161369176, 0.26166422167889153, 8.149246332518333, 283.4626104319486, 0.9397330729166667, 0.6773104166666666, 1.1325979166666666, 0.4788247395833332, 0.7711080729166667, 0.10258020833333314, 0.5643667968749999, 0.5143062500000001, 0.6088065104166668, 0.4250755208333333, 0.5464503906250001, 1.0330037760416664, 0.8352207031249999, 0.0, 1.454917578125, 0.6801208333333333, 0.7827010416666664, 0.3326830729166666, 0.23554804687500008, 0.20322825520833318, 1.2123434895833332, 2.659181119791666, 44.93663033854167, 1.4201386718749998, 0.008958203125000183, 0.6005509114583333, 0.9678372395833332, 0.058491796874999995, 1.0330037760416664, 0.20955169270833335, 0.6983885416666666, 54.18904895833334, 0.16370677083333346, 0.33777695312499995, 0.20920039062500004, 0.3107266927083333, 0.702428515625, 1.0698904947916665, 1.0092908854166665, 0.4482614583333334, 1.0544332031249999, 0.4482614583333334, 0.5620833333333334, 1.1791454427083332, 0.8629735677083333, 0.1312113281249999, 1.1069528645833333, 3.57590390625, 0.6525436197916668, 1.0879825520833333, 0.8259111979166667, 1.0586488281250002, 0.2325619791666668, 0.6588670572916667, 0.6745, 0.611265625, 0.9448269531250001, 0.028279817708333144, 0.8148451822916667, 0.5336278645833333, 0.016511197916666602, 0.34076302083333354, 0.8533127604166667, 0.6237368489583334, 0.7646089843749999, 4.107599609375, 0.41102343750000003, 0.6583401041666667, 0.039345833333333385, 0.06007265625000011, 0.09028463541666666, 0.9423678385416664, 0.7133188802083332, 0.5733250000000001, 0.9652024739583335, 0.8831734374999999, 0.9813623697916668, 0.9876858072916668, 18.453898437499998, 1.0607566406250002, 0.3827436197916666, 0.5353843749999998, 0.61864296875, 0.787619270833333, 0.0750029947916666]",4.126989005448724,0.6745,26.205451360289263,0.0,283.4626104319486,122.0,2.0,10.0,1.0
5,"[0.0, 0.0, 0.6745000000000002, 0.6744999999999997, 0.0]",0.26979999999999993,0.0,0.33043616630145073,0.0,0.6745000000000002,5.0,4.0,1.0,0.1
6,"[2.3367509363295915, 0.6745, 0.0, 0.0, 0.6745000000000001, 2.037135444743935]",0.9538143968455879,0.6745000000000001,0.9184819755888716,0.0,2.3367509363295915,6.0,2.0,5.0,0.5
7,"[0.6745, 0.6745, 0.6745, 0.6745]",0.6745,0.6745,0.0,0.6745,0.6745,4.0,2.0,3.0,0.3
8,"[0.5583932540708195, 1.2994890152494192, 0.6745, 0.17171943654691108, 0.07967084517963265, 0.04497828896355618, 2.126880330834842, 0.13109950891703265, 0.9243212716464204, 0.1052980098216594, 0.19002455414835878, 0.368717368829155, 0.8870136986301378, 0.9534351253553891, 0.18897854742827622, 3.1177973636598617, 4.643572499353841, 3.5857110364435267, 5.171980227448956, 0.11366606358232073, 0.5946548203670199, 1.5895815456190232, 0.5564755750840009, 0.313104678211424, 0.8664422331351772, 1.13910131817007, 3.831348281209617, 1.3707918066683902, 0.04794197467045715, 5.940097828896358, 0.0]",1.341509242198118,0.6745,1.6273753118391499,0.0,5.940097828896358,31.0,1.0,8.0,0.8
9,"[0.5207635168650795, 0.1080672123015874, 0.98431498015873, 0.7711917162698417, 0.666972098214286, 0.7004294394841274, 0.6745, 0.5766372767857142, 0.8362662450396826, 0.09066939484126962, 0.8521584821428575, 0.8626975446428574, 0.08581808035714261, 0.9654115823412701, 0.7124740823412702, 0.15105989583333315, 0.5088861607142858, 0.0, 0.348458209325397, 0.8933110119047618, 0.8877905505952381]",0.5808513085789873,0.6745,0.31612366046270873,0.0,0.98431498015873,21.0,1.0,2.0,0.2
