Cluster,Dist,mean,median,std,min,max,bag_count,day_count,Cluster_Rank,Cluster_perc
0,"[0.22483333333533023, 0.0, 1.5738333333353303, 0.0, 0.8993333333353302, 0.8993333333353302, 0.0, 0.6745, 3.5973333333413207, 3.5973333333413207, 2.922833333341321, 0.6745, 1.5738333333353303, 0.22483333333533023, 0.22483333333533023, 0.6745, 0.44966666667066046, 0.0]",1.0117500000023296,0.6745,1.1616388888913474,0.0,3.5973333333413207,18.0,2.0,6.0,0.6
1,"[0.94430000000647, 0.13490000000143776, 0.6745, 2.0235000000071888, 0.0, 1.349, 0.8993333333333332, 0.4496666666666666, 0.4496666666666666]",0.769429629631307,0.6745,0.5929406071172573,0.0,2.0235000000071888,9.0,2.0,4.0,0.4
2,"[0.0, 0.6745, 1.2365833333298388, 0.0, 0.6744999999955069, 0.6745000000044931, 0.6745000000044931, 0.6744999999955069]",0.5761354166662298,0.6744999999977535,0.37888544501797855,0.0,1.2365833333298388,8.0,4.0,3.0,0.3
3,"[0.8431250000011232, 0.33725000000224653, 0.6745, 0.5058749999988768, 0.6745, 0.6745, 0.0, 0.8993333333373271, 0.22483333332834102, 3.147666666656682, 0.22483333333433178, 0.4496666666626728, 2.4731666666656684, 0.5901874999952261, 0.5901874999952261, 1.4333124999980345, 0.5901874999997192, 0.7588125000002808, 1.096062499992418]",0.8519999999983249,0.6745,0.7492501164343637,0.0,3.147666666656682,19.0,3.0,5.0,0.5
4,"[0.6745, 2.6979999999820277, 0.6744999999910138, 0.0, 3.0352499999820277, 2.3607499999820276, 0.33725]",1.3971785714195852,0.6745,1.1602936490486504,0.0,3.0352499999820277,7.0,1.0,7.0,0.7
5,"[0.6745, 0.6745, 0.0, 0.0, 0.6745, 0.6745, 0.6745, 0.6745]",0.505875,0.6745,0.29206706742630195,0.0,0.6745,8.0,4.0,2.0,0.2
6,"[0.7419500000005392, 145.28730000021062, 0.0, 0.4047000000014378, 0.0, 0.6745, 0.7419500000005392, 0.3372500000008986, 0.8094000000010784]",16.55522777780168,0.6745,45.5145984129691,0.0,145.28730000021062,9.0,1.0,9.0,0.9
7,"[247.54149999984625, 76445.05705550738, 0.37472222221845025, 1.274055555553115, 0.2248333333326677, 0.6744999999980031, 248.14105555540132, 89.40872222216254, 0.5246111111082267, 247.8412777776218, 6633.707499995824, 28219.805944426673, 0.9742777777735621, 0.3747222222224441, 0.07494444444289128, 0.5246111111122205, 0.8243888888877795, 0.2248333333326677, 0.674500000001997, 0.5246111111122205, 0.37472222221845025, 0.07494444444289128, 0.07494444444688513, 5070.965944441247]",4883.7609675895155,0.6745000000000001,15991.782178101008,0.07494444444289128,76445.05705550738,24.0,1.0,10.0,1.0
8,"[0.6745, 0.8993333333353302, 0.0, 1.9766597222221598, 0.8337569444442573, 0.009368055555867574, 0.009368055555368343, 0.5152430555557427, 0.8899652777779651, 0.6745, 0.0, 14.164500000287557, 0.6745, 0.6745, 0.0]",1.4664129629822829,0.6745,3.4318719911568194,0.0,14.164500000287557,15.0,4.0,8.0,0.8
9,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.1
